RouteID,StopID,Schedule Period Name,Schedule Period Start Date,Schedule Period End Date,Day Type,Time Period,Average Boardings,Average Alightings
32,3758,Spring 2020 Special,05/03/2020,08/01/2020,Saturday,Morning,2.8,3
32,9889,Spring 2024,04/14/2024,06/15/2024,Saturday,Afternoon,7,4
32,9629,Spring 2022,04/17/2022,06/18/2022,Sunday,Evening,1,2
32,2380,Spring 2024,04/14/2024,06/15/2024,Saturday,Morning,0,0
32,10111,Summer 2021,06/20/2021,09/04/2021,Weekday,Night,0,0.5
32,3737,Fall 2022,09/04/2022,12/10/2022,Saturday,Evening,5,4.5
32,3371,Winter 2018,12/16/2018,04/06/2019,Weekday,Evening,1.1,2.8
32,10635,Summer 2018,06/17/2018,09/01/2018,Sunday,Afternoon,0,0.5
32,10621,Winter 2023,12/17/2023,04/13/2024,Weekday,PM Peak,2.9,11.5
32,2303,Winter 2019,12/15/2019,04/11/2020,Saturday,Afternoon,0,3.5
32,2463,Spring 2024,04/14/2024,06/15/2024,Weekday,Mid-Day,5.3,17.6
32,10654,Fall 2018,09/02/2018,12/15/2018,Sunday,Afternoon,3.5,1
32,10655,Fall 2018,09/02/2018,12/15/2018,Saturday,Morning,0.5,0
32,10640,Fall 2018,09/02/2018,12/15/2018,Sunday,Evening,11,1
32,3301,Summer 2023,06/18/2023,09/02/2023,Saturday,Morning,0.5,3.5
32,10656,Spring 2023,04/16/2023,06/17/2023,Sunday,Afternoon,0,0
32,10621,Spring 2021,04/18/2021,06/19/2021,Sunday,Morning,0,3
32,10656,Winter 2022,12/11/2022,04/15/2023,Weekday,Night,0,0
32,10657,Summer 2018,06/17/2018,09/01/2018,Saturday,Night,0,0
32,10599,Spring 2022,04/17/2022,06/18/2022,Saturday,Night,0,0
32,10658,Spring 2020 Special,05/03/2020,08/01/2020,Saturday,Afternoon,7.2,0.5
32,10659,Winter 2023,12/17/2023,04/13/2024,Sunday,Morning,4,0
32,5966,Summer 2024,06/16/2024,08/31/2024,Weekday,Night,5,5.7
32,10087,Fall 2022,09/04/2022,12/10/2022,Saturday,Morning,2,7
32,10660,Winter 2019,12/15/2019,04/11/2020,Saturday,Night,0,1.2
32,3404,Fall 2023,09/03/2023,12/16/2023,Saturday,Night,5,1
32,2463,Summer 2023,06/18/2023,09/02/2023,Sunday,Morning,0,0
32,3907,Winter 2018,12/16/2018,04/06/2019,Saturday,Afternoon,17.1,1.5
32,10630,Summer 2019,06/16/2019,08/31/2019,Saturday,Morning,0.2,0
32,10602,Summer 2020,08/02/2020,09/05/2020,Weekday,Evening,0,1.3
32,10661,Fall 2021,09/05/2021,12/11/2021,Weekday,PM Peak,3.7,0.3
32,10611,Winter 2023,12/17/2023,04/13/2024,Sunday,Afternoon,4,0
32,3758,Winter 2019,12/15/2019,04/11/2020,Weekday,PM Peak,18.1,8.7
32,3907,Summer 2023,06/18/2023,09/02/2023,Weekday,PM Peak,17,0.5
32,10662,Winter 2022,12/11/2022,04/15/2023,Sunday,Evening,2,0
32,3737,Spring 2021,04/18/2021,06/19/2021,Weekday,Night,1,2.6
32,10657,Fall 2021,09/05/2021,12/11/2021,Weekday,PM Peak,1,0.3
32,10641,Fall 2023,09/03/2023,12/16/2023,Weekday,Morning,5.8,0
32,3349,Spring 2019,04/07/2019,06/15/2019,Weekday,Mid-Day,13.4,24.4
32,5794,Fall 2018,09/02/2018,12/15/2018,Weekday,Night,0,2.2
32,3349,Summer 2024,06/16/2024,08/31/2024,Weekday,Mid-Day,13.2,24.6
32,10120,Summer 2019,06/16/2019,08/31/2019,Sunday,Evening,3.5,0.5
32,2303,Summer 2022,06/19/2022,09/03/2022,Weekday,Morning,0.3,0.2
32,10663,Spring 2023,04/16/2023,06/17/2023,Weekday,Evening,0.5,5.7
32,3358,Spring 2023,04/16/2023,06/17/2023,Sunday,Morning,0,0
32,3366,Summer 2022,06/19/2022,09/03/2022,Weekday,Morning,0,0
32,5966,Spring 2020 Special,05/03/2020,08/01/2020,Saturday,Night,0,4.5
32,3734,Summer 2023,06/18/2023,09/02/2023,Weekday,Mid-Day,0,0.7
32,10120,Winter 2017,12/17/2017,04/07/2018,Weekday,Mid-Day,25.2,5.8
32,10098,Winter 2021,12/12/2021,04/16/2022,Saturday,Morning,0,0.7
32,10608,Fall 2023,09/03/2023,12/16/2023,Weekday,Morning,5.6,0.8
32,9654,Fall 2018,09/02/2018,12/15/2018,Sunday,Afternoon,0,1
32,4072,Spring 2024,04/14/2024,06/15/2024,Weekday,Mid-Day,50.9,0.7
32,2463,Summer 2023,06/18/2023,09/02/2023,Sunday,Afternoon,4.5,2.7
32,10640,Summer 2019,06/16/2019,08/31/2019,Weekday,Evening,28.3,6.5
32,727,Summer 2022,06/19/2022,09/03/2022,Sunday,Evening,1,3
32,10641,Summer 2019,06/16/2019,08/31/2019,Sunday,Evening,1.5,0.5
32,10649,Spring 2020,04/12/2020,05/02/2020,Saturday,Night,0,0
32,10611,Fall 2021,09/05/2021,12/11/2021,Weekday,Evening,0.3,0.7
32,2512,Summer 2024,06/16/2024,08/31/2024,Sunday,Morning,4.5,0
32,2501,Fall 2021,09/05/2021,12/11/2021,Weekday,PM Peak,0.4,0.8
32,10664,Winter 2021,12/12/2021,04/16/2022,Sunday,Evening,0,0
32,5966,Summer 2020,08/02/2020,09/05/2020,Weekday,PM Peak,1,10.2
32,10653,Spring 2021,04/18/2021,06/19/2021,Weekday,Evening,9.8,3.1
32,10614,Spring 2018,04/08/2018,06/16/2018,Sunday,Morning,5,0
32,10665,Summer 2024,06/16/2024,08/31/2024,Saturday,Afternoon,2,0
32,10604,Fall 2019,09/01/2019,12/14/2019,Weekday,Night,3.2,3.6
32,2340,Spring 2023,04/16/2023,06/17/2023,Saturday,Morning,2.5,1
32,2380,Fall 2020,09/06/2020,12/12/2020,Saturday,Afternoon,1,0
32,9397,Spring 2018,04/08/2018,06/16/2018,Saturday,Evening,0.7,5
32,10076,Summer 2021,06/20/2021,09/04/2021,Sunday,Night,2,0
32,10666,Spring 2019,04/07/2019,06/15/2019,Saturday,Morning,3.7,1
32,5966,Summer 2021,06/20/2021,09/04/2021,Sunday,Morning,0.7,16.3
32,2511,Winter 2022,12/11/2022,04/15/2023,Sunday,Evening,0,0
32,10618,Fall 2018,09/02/2018,12/15/2018,Saturday,Afternoon,1.3,2.7
32,4072,Spring 2018,04/08/2018,06/16/2018,Weekday,Mid-Day,63.8,1.5
32,10131,Fall 2018,09/02/2018,12/15/2018,Sunday,Evening,0,1
32,4072,Spring 2019,04/07/2019,06/15/2019,Weekday,Night,16.3,0
32,3358,Fall 2019,09/01/2019,12/14/2019,Sunday,Night,0,2.3
32,3279,Spring 2023,04/16/2023,06/17/2023,Saturday,Afternoon,4.5,30.5
32,3827,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,Evening,25.7,12.3
32,10655,Winter 2021,12/12/2021,04/16/2022,Saturday,Evening,0.3,0
32,10620,Fall 2020,09/06/2020,12/12/2020,Saturday,Morning,7,0.7
32,10667,Spring 2018,04/08/2018,06/16/2018,Weekday,Night,0,4.5
32,10140,Summer 2019,06/16/2019,08/31/2019,Weekday,PM Peak,0.2,0
32,10629,Fall 2021,09/05/2021,12/11/2021,Weekday,Night,0.3,0
32,3366,Summer 2019,06/16/2019,08/31/2019,Weekday,Morning,0,0.4
32,3827,Spring 2020,04/12/2020,05/02/2020,Weekday,Evening,13.9,6.8
32,2285,Spring 2020 Special,05/03/2020,08/01/2020,Sunday,Evening,0,0
32,10655,Fall 2020,09/06/2020,12/12/2020,Weekday,PM Peak,3.3,4.1
32,9629,Spring 2023,04/16/2023,06/17/2023,Saturday,Afternoon,24.5,29
32,10668,Spring 2019,04/07/2019,06/15/2019,Sunday,Night,0.5,0
32,10640,Spring 2024,04/14/2024,06/15/2024,Sunday,Evening,2,0
32,10661,Winter 2017,12/17/2017,04/07/2018,Weekday,Evening,0.5,0.2
32,2380,Fall 2019,09/01/2019,12/14/2019,Sunday,Night,0,0
33,4001,Spring 2019,04/07/2019,06/15/2019,Weekday,Mid-Day,0,0
33,10669,Fall 2021,09/05/2021,12/11/2021,Weekday,Morning,1.7,1.2
33,3728,Fall 2021,09/05/2021,12/11/2021,Weekday,Morning,0,3.7
33,10607,Summer 2023,06/18/2023,09/02/2023,Weekday,PM Peak,0,0.3
33,10605,Winter 2021,12/12/2021,04/16/2022,Weekday,Morning,3.9,5.3
33,3366,Winter 2022,12/11/2022,04/15/2023,Weekday,PM Peak,0.3,1.1
33,3301,Spring 2024,04/14/2024,06/15/2024,Weekday,Morning,8,0.2
33,10633,Fall 2018,09/02/2018,12/15/2018,Weekday,PM Peak,1.3,4.9
33,3349,Summer 2020,08/02/2020,09/05/2020,Weekday,PM Peak,0.3,4
33,10097,Spring 2019,04/07/2019,06/15/2019,Weekday,PM Peak,3.2,16.3
33,10157,Fall 2020,09/06/2020,12/12/2020,Weekday,Morning,0.2,0
33,10121,Winter 2019,12/15/2019,04/11/2020,Weekday,Morning,4.8,0
34,2380,Winter 2018,12/16/2018,04/06/2019,Weekday,Morning,3,0.1
34,3216,Winter 2019,12/15/2019,04/11/2020,Weekday,Morning,0.6,5.9
34,10632,Fall 2021,09/05/2021,12/11/2021,Weekday,PM Peak,0.2,1.4
34,10670,Spring 2022,04/17/2022,06/18/2022,Weekday,Morning,2.4,0
34,2579,Fall 2023,09/03/2023,12/16/2023,Weekday,Morning,1.3,16.6
34,4028,Fall 2022,09/04/2022,12/10/2022,Weekday,PM Peak,6.7,0.2
34,10579,Fall 2022,09/04/2022,12/10/2022,Weekday,PM Peak,2.8,6.9
34,3301,Winter 2022,12/11/2022,04/15/2023,Weekday,PM Peak,3,4.3
34,10611,Winter 2019,12/15/2019,04/11/2020,Weekday,Morning,4.4,0
34,10671,Winter 2022,12/11/2022,04/15/2023,Weekday,Morning,0.2,0
34,10614,Fall 2018,09/02/2018,12/15/2018,Weekday,Morning,10.8,0
34,10623,Summer 2024,06/16/2024,08/31/2024,Weekday,PM Peak,0.1,5.4
34,10672,Fall 2018,09/02/2018,12/15/2018,Weekday,PM Peak,1,8.4
34,9889,Summer 2022,06/19/2022,09/03/2022,Weekday,Morning,6.7,0.7
34,10604,Fall 2019,09/01/2019,12/14/2019,Weekday,PM Peak,14.3,25.6
34,4005,Winter 2020,12/13/2020,04/17/2021,Weekday,PM Peak,0,0.6
34,10648,Spring 2018,04/08/2018,06/16/2018,Weekday,PM Peak,0,7.9
34,3755,Winter 2023,12/17/2023,04/13/2024,Weekday,Mid-Day,3.3,0.7
35,10656,Summer 2018,06/17/2018,09/01/2018,Weekday,Morning,0.5,0
35,10662,Winter 2021,12/12/2021,04/16/2022,Weekday,Mid-Day,0.4,0
35,3768,Winter 2022,12/11/2022,04/15/2023,Weekday,Mid-Day,4.2,22.8
35,3730,Fall 2018,09/02/2018,12/15/2018,Weekday,Morning,0,21.6
35,10099,Spring 2023,04/16/2023,06/17/2023,Weekday,Mid-Day,0,0
35,10649,Spring 2019,04/07/2019,06/15/2019,Weekday,Morning,1.8,0
35,10125,Summer 2022,06/19/2022,09/03/2022,Weekday,Morning,0.6,0.7
35,10433,Spring 2024,04/14/2024,06/15/2024,Weekday,Mid-Day,13.1,2.9
35,10433,Summer 2020,08/02/2020,09/05/2020,Weekday,Mid-Day,3.3,2.4
35,3730,Spring 2023,04/16/2023,06/17/2023,Weekday,Evening,0.5,2.7
35,10603,Winter 2022,12/11/2022,04/15/2023,Weekday,Mid-Day,0,1.7
35,3354,Fall 2018,09/02/2018,12/15/2018,Weekday,Morning,6.6,0.8
35,3768,Summer 2018,06/17/2018,09/01/2018,Weekday,Morning,0,3
35,10673,Spring 2022,04/17/2022,06/18/2022,Weekday,Morning,3,0.1
35,10088,Summer 2022,06/19/2022,09/03/2022,Weekday,Morning,13.7,5.6
35,10615,Summer 2022,06/19/2022,09/03/2022,Weekday,Morning,4.9,0
35,10611,Winter 2017,12/17/2017,04/07/2018,Weekday,Mid-Day,0.4,0
35,10674,Winter 2022,12/11/2022,04/15/2023,Weekday,Evening,1.7,1.1
35,10675,Spring 2019,04/07/2019,06/15/2019,Weekday,Mid-Day,4.3,1.3
35,10662,Spring 2020,04/12/2020,05/02/2020,Weekday,Morning,1.1,0
35,10157,Winter 2018,12/16/2018,04/06/2019,Weekday,Evening,0,0
35,2285,Spring 2023,04/16/2023,06/17/2023,Weekday,Mid-Day,1.4,0.6
35,10602,Winter 2023,12/17/2023,04/13/2024,Weekday,Mid-Day,0.1,1.8
35,10557,Fall 2018,09/02/2018,12/15/2018,Weekday,Morning,16.2,0.6
35,4113,Winter 2018,12/16/2018,04/06/2019,Weekday,Mid-Day,13.4,4.3
35,3349,Summer 2019,06/16/2019,08/31/2019,Weekday,Evening,0,1.4
35,10604,Fall 2022,09/04/2022,12/10/2022,Weekday,Mid-Day,4,18.2
35,10617,Spring 2024,04/14/2024,06/15/2024,Weekday,PM Peak,9.2,12.8
35,10579,Winter 2019,12/15/2019,04/11/2020,Weekday,Evening,1.4,2.1
35,3354,Spring 2022,04/17/2022,06/18/2022,Weekday,Morning,0,0
35,10603,Spring 2020,04/12/2020,05/02/2020,Weekday,Evening,0,0
35,10075,Winter 2021,12/12/2021,04/16/2022,Weekday,Mid-Day,0,0.2
35,10634,Fall 2023,09/03/2023,12/16/2023,Weekday,Mid-Day,0.2,0.7
37,10676,Winter 2019,12/15/2019,04/11/2020,Sunday,Afternoon,2,1.6
37,10677,Fall 2022,09/04/2022,12/10/2022,Sunday,Evening,0.3,0
37,10678,Winter 2020,12/13/2020,04/17/2021,Saturday,Afternoon,0.5,2.7
37,10679,Winter 2017,12/17/2017,04/07/2018,Weekday,Morning,0.4,1.3
37,351,Summer 2018,06/17/2018,09/01/2018,Sunday,Night,1,0
37,9394,Summer 2020,08/02/2020,09/05/2020,Sunday,Morning,3.5,7
37,10135,Winter 2023,12/17/2023,04/13/2024,Weekday,PM Peak,9.9,8.8
37,10680,Fall 2018,09/02/2018,12/15/2018,Sunday,Morning,0,0.5
37,10681,Spring 2018,04/08/2018,06/16/2018,Weekday,Morning,1,2.7
37,2585,Fall 2023,09/03/2023,12/16/2023,Saturday,Morning,0.5,0
37,10141,Spring 2020,04/12/2020,05/02/2020,Saturday,Morning,0,2
37,10682,Winter 2018,12/16/2018,04/06/2019,Weekday,Evening,3,14.6
37,10683,Summer 2020,08/02/2020,09/05/2020,Sunday,Morning,1.5,0
37,10684,Winter 2017,12/17/2017,04/07/2018,Saturday,Afternoon,11.2,14.7
37,10685,Fall 2022,09/04/2022,12/10/2022,Saturday,Morning,1,0.5
37,2342,Spring 2018,04/08/2018,06/16/2018,Sunday,Evening,0,0
37,10686,Spring 2020,04/12/2020,05/02/2020,Saturday,Afternoon,0,1
37,9445,Summer 2020,08/02/2020,09/05/2020,Saturday,Night,0,0
37,351,Winter 2017,12/17/2017,04/07/2018,Sunday,Night,2.2,0.4
37,10687,Winter 2023,12/17/2023,04/13/2024,Sunday,Morning,0,1
37,10627,Fall 2022,09/04/2022,12/10/2022,Saturday,Night,0,0
37,10677,Spring 2019,04/07/2019,06/15/2019,Sunday,Afternoon,3,2
37,10688,Winter 2019,12/15/2019,04/11/2020,Saturday,Evening,0,0.2
37,10689,Winter 2018,12/16/2018,04/06/2019,Saturday,Night,0,0
37,10690,Spring 2018,04/08/2018,06/16/2018,Saturday,Afternoon,0,1.2
37,10691,Spring 2023,04/16/2023,06/17/2023,Saturday,Evening,0,2
37,10692,Summer 2023,06/18/2023,09/02/2023,Saturday,Morning,0,1
37,10693,Spring 2021,04/18/2021,06/19/2021,Weekday,Mid-Day,0.3,1.3
37,10694,Winter 2018,12/16/2018,04/06/2019,Saturday,Night,0,0
37,10689,Summer 2022,06/19/2022,09/03/2022,Sunday,Evening,0.7,1
37,3685,Summer 2022,06/19/2022,09/03/2022,Sunday,Afternoon,0,0
37,10684,Fall 2020,09/06/2020,12/12/2020,Sunday,Afternoon,2.8,5.7
37,10695,Summer 2018,06/17/2018,09/01/2018,Saturday,Evening,1.7,2
37,10683,Winter 2019,12/15/2019,04/11/2020,Saturday,Afternoon,0.3,0.1
37,2308,Summer 2023,06/18/2023,09/02/2023,Weekday,Morning,1.4,3.1
37,10696,Fall 2023,09/03/2023,12/16/2023,Saturday,Afternoon,2,2
37,3923,Spring 2020,04/12/2020,05/02/2020,Saturday,Night,0,0
37,10697,Summer 2020,08/02/2020,09/05/2020,Weekday,Night,0,1.3
37,3899,Summer 2023,06/18/2023,09/02/2023,Saturday,Morning,19.6,11.3
37,2463,Winter 2023,12/17/2023,04/13/2024,Weekday,PM Peak,9,12.7
37,3740,Spring 2022,04/17/2022,06/18/2022,Weekday,PM Peak,1.8,7.7
37,10698,Winter 2019,12/15/2019,04/11/2020,Sunday,Evening,0.8,0
37,9411,Spring 2021,04/18/2021,06/19/2021,Weekday,Night,0.2,0.1
37,10690,Winter 2018,12/16/2018,04/06/2019,Saturday,Afternoon,2,0
37,2529,Summer 2020,08/02/2020,09/05/2020,Saturday,Evening,0.5,0
37,10163,Spring 2023,04/16/2023,06/17/2023,Weekday,Mid-Day,9.6,8.5
37,10699,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,Mid-Day,0.3,0.5
37,10163,Winter 2022,12/11/2022,04/15/2023,Weekday,PM Peak,8,3.1
37,3899,Summer 2019,06/16/2019,08/31/2019,Saturday,Afternoon,75,52.5
37,10287,Winter 2021,12/12/2021,04/16/2022,Saturday,Evening,1.8,6.5
37,10700,Spring 2020,04/12/2020,05/02/2020,Saturday,Night,0,0
37,3197,Spring 2022,04/17/2022,06/18/2022,Sunday,Evening,0,0
37,10163,Winter 2020,12/13/2020,04/17/2021,Weekday,Morning,0.7,0.6
37,10701,Summer 2019,06/16/2019,08/31/2019,Weekday,Evening,0.6,0.7
37,10702,Winter 2022,12/11/2022,04/15/2023,Saturday,Night,0,0.5
37,10703,Fall 2021,09/05/2021,12/11/2021,Saturday,Evening,1.3,0
37,10695,Fall 2020,09/06/2020,12/12/2020,Weekday,Mid-Day,1.2,2.9
37,3403,Fall 2018,09/02/2018,12/15/2018,Sunday,Afternoon,48,3
37,10696,Fall 2018,09/02/2018,12/15/2018,Weekday,Night,0.5,0.2
37,3316,Fall 2018,09/02/2018,12/15/2018,Weekday,Morning,0.6,0.7
37,2585,Winter 2022,12/11/2022,04/15/2023,Sunday,Morning,0.3,0
37,10679,Winter 2022,12/11/2022,04/15/2023,Weekday,Mid-Day,1.7,4
37,3685,Spring 2019,04/07/2019,06/15/2019,Saturday,Evening,0,0
37,2578,Fall 2020,09/06/2020,12/12/2020,Weekday,Night,0.4,0.4
37,10685,Summer 2024,06/16/2024,08/31/2024,Sunday,Afternoon,18.2,4.7
37,10704,Winter 2018,12/16/2018,04/06/2019,Sunday,Afternoon,0,0.3
37,10699,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,Evening,0.1,0.9
37,3724,Summer 2020,08/02/2020,09/05/2020,Weekday,Evening,0.7,0.3
37,10697,Summer 2019,06/16/2019,08/31/2019,Sunday,Afternoon,0,13.5
37,2512,Fall 2020,09/06/2020,12/12/2020,Sunday,Night,4,0.5
37,10705,Winter 2018,12/16/2018,04/06/2019,Weekday,Evening,0.3,2.7
37,10693,Winter 2022,12/11/2022,04/15/2023,Weekday,PM Peak,0.6,0.7
37,2529,Fall 2020,09/06/2020,12/12/2020,Sunday,Morning,0.2,0
37,3302,Fall 2018,09/02/2018,12/15/2018,Saturday,Morning,4.5,1
37,2486,Summer 2019,06/16/2019,08/31/2019,Saturday,Evening,0.5,8
37,10676,Fall 2022,09/04/2022,12/10/2022,Sunday,Evening,3.5,0
37,10627,Summer 2018,06/17/2018,09/01/2018,Sunday,Evening,1,0
37,10706,Summer 2023,06/18/2023,09/02/2023,Weekday,PM Peak,0.7,0.7
37,10707,Summer 2020,08/02/2020,09/05/2020,Weekday,Night,0,3.3
37,10707,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,PM Peak,1.3,4.2
37,10697,Summer 2019,06/16/2019,08/31/2019,Sunday,Night,0,6
37,2308,Summer 2022,06/19/2022,09/03/2022,Weekday,Night,0,0.3
37,10708,Fall 2018,09/02/2018,12/15/2018,Weekday,Morning,20.8,0.9
37,10135,Summer 2019,06/16/2019,08/31/2019,Weekday,Evening,8,5
37,10709,Summer 2023,06/18/2023,09/02/2023,Sunday,Morning,1,0
37,10710,Summer 2020,08/02/2020,09/05/2020,Sunday,Night,0,0
37,919,Summer 2019,06/16/2019,08/31/2019,Saturday,Evening,3.5,1
37,2308,Fall 2019,09/01/2019,12/14/2019,Saturday,Morning,0,0
37,3404,Summer 2023,06/18/2023,09/02/2023,Weekday,Night,1.2,0.5
37,10711,Fall 2023,09/03/2023,12/16/2023,Saturday,Night,0,0
37,10187,Winter 2019,12/15/2019,04/11/2020,Sunday,Evening,1.3,0
37,3740,Winter 2019,12/15/2019,04/11/2020,Weekday,Mid-Day,7.7,21.2
37,9394,Winter 2023,12/17/2023,04/13/2024,Sunday,Evening,9,5.7
37,3685,Spring 2018,04/08/2018,06/16/2018,Saturday,Afternoon,5.5,1.3
37,9417,Summer 2022,06/19/2022,09/03/2022,Sunday,Morning,0,1.7
37,10712,Summer 2022,06/19/2022,09/03/2022,Sunday,Afternoon,4.3,7
37,10713,Winter 2019,12/15/2019,04/11/2020,Saturday,Night,0.2,0
37,10135,Winter 2020,12/13/2020,04/17/2021,Saturday,Night,0.6,0.5
37,10714,Winter 2022,12/11/2022,04/15/2023,Sunday,Morning,0,1.3
37,9398,Fall 2023,09/03/2023,12/16/2023,Weekday,Morning,0.5,2.1
37,2512,Summer 2023,06/18/2023,09/02/2023,Sunday,Evening,17.7,6.3
37,10702,Fall 2023,09/03/2023,12/16/2023,Sunday,Night,0,0.5
37,10715,Spring 2018,04/08/2018,06/16/2018,Sunday,Morning,0,0
37,3404,Fall 2022,09/04/2022,12/10/2022,Weekday,Evening,5.8,1.4
37,2585,Winter 2017,12/17/2017,04/07/2018,Weekday,PM Peak,0.8,0.2
37,10702,Summer 2019,06/16/2019,08/31/2019,Sunday,Night,0,0
37,10702,Summer 2018,06/17/2018,09/01/2018,Saturday,Afternoon,1.3,3.3
37,10716,Winter 2021,12/12/2021,04/16/2022,Saturday,Night,0,0.3
37,10679,Spring 2022,04/17/2022,06/18/2022,Weekday,Morning,0.1,1.4
37,4043,Fall 2021,09/05/2021,12/11/2021,Saturday,Afternoon,2.8,6.3
37,2381,Winter 2020,12/13/2020,04/17/2021,Weekday,Mid-Day,1.8,0.1
37,2370,Fall 2020,09/06/2020,12/12/2020,Weekday,Morning,0.4,0.2
37,9394,Spring 2023,04/16/2023,06/17/2023,Weekday,PM Peak,41.1,19.9
37,10694,Fall 2018,09/02/2018,12/15/2018,Weekday,Evening,1.7,0.4
37,10691,Winter 2019,12/15/2019,04/11/2020,Weekday,Evening,0.6,5.2
37,3685,Fall 2023,09/03/2023,12/16/2023,Saturday,Evening,0,0
37,1529,Summer 2018,06/17/2018,09/01/2018,Weekday,Evening,4.7,10.9
37,10695,Winter 2021,12/12/2021,04/16/2022,Sunday,Night,1.1,2.1
37,10705,Winter 2017,12/17/2017,04/07/2018,Sunday,Morning,1.8,2
37,10187,Spring 2023,04/16/2023,06/17/2023,Weekday,PM Peak,1.3,2.6
37,9411,Summer 2020,08/02/2020,09/05/2020,Weekday,Night,0,0
37,10704,Winter 2020,12/13/2020,04/17/2021,Weekday,Morning,1.5,0.1
37,10074,Summer 2021,06/20/2021,09/04/2021,Weekday,Evening,4.1,3.4
37,10116,Fall 2023,09/03/2023,12/16/2023,Saturday,Morning,0,3
37,10677,Spring 2021,04/18/2021,06/19/2021,Sunday,Evening,0,0
37,10187,Winter 2022,12/11/2022,04/15/2023,Sunday,Evening,0.6,0.3
37,10717,Spring 2020,04/12/2020,05/02/2020,Saturday,Night,0,0
37,9398,Spring 2023,04/16/2023,06/17/2023,Weekday,Morning,0,0.3
37,10712,Winter 2019,12/15/2019,04/11/2020,Sunday,Afternoon,5.3,14.2
37,3740,Fall 2021,09/05/2021,12/11/2021,Saturday,Morning,2.1,3.2
37,351,Spring 2018,04/08/2018,06/16/2018,Saturday,Afternoon,20.8,7.7
37,10679,Winter 2022,12/11/2022,04/15/2023,Saturday,Afternoon,1.2,2.7
37,10718,Spring 2018,04/08/2018,06/16/2018,Weekday,Mid-Day,0.2,3
37,10696,Summer 2018,06/17/2018,09/01/2018,Weekday,PM Peak,3.1,0.1
37,3267,Winter 2019,12/15/2019,04/11/2020,Sunday,Morning,7.5,3.4
37,3909,Fall 2022,09/04/2022,12/10/2022,Saturday,Evening,0,0
37,10697,Spring 2021,04/18/2021,06/19/2021,Saturday,Afternoon,1.8,2.3
37,10719,Fall 2021,09/05/2021,12/11/2021,Weekday,Morning,7.1,0.6
37,3685,Summer 2024,06/16/2024,08/31/2024,Saturday,Evening,0.3,0
37,10720,Spring 2020,04/12/2020,05/02/2020,Weekday,PM Peak,0,3.2
37,10163,Summer 2024,06/16/2024,08/31/2024,Saturday,Morning,5,3
37,10721,Winter 2021,12/12/2021,04/16/2022,Weekday,Morning,0.9,0.3
37,3316,Fall 2023,09/03/2023,12/16/2023,Saturday,Night,0,0
37,10707,Summer 2022,06/19/2022,09/03/2022,Weekday,Evening,0.6,3.1
37,2463,Spring 2022,04/17/2022,06/18/2022,Weekday,Morning,1.7,3.1
37,10293,Fall 2022,09/04/2022,12/10/2022,Weekday,Night,0,0
37,3404,Summer 2024,06/16/2024,08/31/2024,Weekday,Morning,6,0.7
37,10722,Winter 2020,12/13/2020,04/17/2021,Weekday,Morning,1.2,0
37,10135,Fall 2018,09/02/2018,12/15/2018,Weekday,Mid-Day,23.8,15.5
37,10723,Spring 2023,04/16/2023,06/17/2023,Weekday,Evening,7.5,4
37,3316,Spring 2024,04/14/2024,06/15/2024,Sunday,Afternoon,0,10.5
37,3909,Spring 2019,04/07/2019,06/15/2019,Weekday,Evening,1.1,0.1
37,1529,Winter 2019,12/15/2019,04/11/2020,Weekday,PM Peak,5.3,21.3
37,2486,Spring 2018,04/08/2018,06/16/2018,Saturday,Afternoon,5,36.5
37,39,Spring 2024,04/14/2024,06/15/2024,Weekday,Mid-Day,66.9,5.3
37,10690,Winter 2017,12/17/2017,04/07/2018,Sunday,Afternoon,1.3,1.5
37,10724,Winter 2018,12/16/2018,04/06/2019,Weekday,PM Peak,7.5,0.9
37,10686,Summer 2021,06/20/2021,09/04/2021,Sunday,Evening,0,1
37,10719,Winter 2019,12/15/2019,04/11/2020,Saturday,Morning,2.3,2.3
37,10141,Winter 2022,12/11/2022,04/15/2023,Sunday,Evening,5,7
37,10116,Spring 2018,04/08/2018,06/16/2018,Sunday,Morning,0,1
37,10718,Summer 2023,06/18/2023,09/02/2023,Sunday,Night,0,0
37,10719,Winter 2018,12/16/2018,04/06/2019,Weekday,Night,2.3,0.3
37,3923,Winter 2021,12/12/2021,04/16/2022,Weekday,Morning,0,0
37,10725,Winter 2018,12/16/2018,04/06/2019,Saturday,Evening,0.5,0.5
37,10723,Fall 2019,09/01/2019,12/14/2019,Saturday,Night,0,2.2
37,10726,Spring 2024,04/14/2024,06/15/2024,Sunday,Evening,5,1
37,10710,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,Mid-Day,1.6,0.4
37,3316,Spring 2018,04/08/2018,06/16/2018,Sunday,Afternoon,0,3
37,9411,Fall 2023,09/03/2023,12/16/2023,Saturday,Afternoon,0.5,0
37,10727,Summer 2021,06/20/2021,09/04/2021,Weekday,PM Peak,2.5,0
37,39,Spring 2021,04/18/2021,06/19/2021,Saturday,Night,4.7,0.7
37,3909,Winter 2021,12/12/2021,04/16/2022,Weekday,Evening,0.6,0.2
