RouteID,StopID,Schedule Period Name,Schedule Period Start Date,Schedule Period End Date,Day Type,Time Period,Average Boardings,Average Alightings
7,9486,Fall 2019,09/01/2019,12/14/2019,Weekday,Night,0,0
7,9473,Winter 2017,12/17/2017,04/07/2018,Saturday,Evening,0,0.9
7,9487,Fall 2019,09/01/2019,12/14/2019,Saturday,Evening,0,0
7,9488,Spring 2021,04/18/2021,06/19/2021,Saturday,Morning,0.5,0
7,9489,Winter 2021,12/12/2021,04/16/2022,Sunday,Morning,0.8,0
7,9490,Winter 2020,12/13/2020,04/17/2021,Saturday,Afternoon,1.8,4.2
7,9472,Summer 2019,06/16/2019,08/31/2019,Saturday,Morning,2,3
7,3975,Fall 2020,09/06/2020,12/12/2020,Sunday,Morning,5,0
7,9491,Spring 2022,04/17/2022,06/18/2022,Weekday,Mid-Day,0,0.6
7,9492,Summer 2018,06/17/2018,09/01/2018,Weekday,Evening,4.7,0.4
7,49,Spring 2021,04/18/2021,06/19/2021,Saturday,Night,0,0
7,9493,Summer 2018,06/17/2018,09/01/2018,Saturday,Night,7.4,0.3
7,9494,Summer 2018,06/17/2018,09/01/2018,Saturday,Morning,3,6.8
7,2357,Fall 2018,09/02/2018,12/15/2018,Sunday,Evening,1,5.3
7,9484,Fall 2021,09/05/2021,12/11/2021,Saturday,Night,0,0
7,3840,Winter 2021,12/12/2021,04/16/2022,Weekday,PM Peak,0,0.2
7,9476,Summer 2020,08/02/2020,09/05/2020,Weekday,Mid-Day,0.7,0
7,9495,Spring 2020,04/12/2020,05/02/2020,Weekday,Night,3.1,0.7
7,4112,Winter 2021,12/12/2021,04/16/2022,Saturday,Night,0,0
7,9496,Fall 2022,09/04/2022,12/10/2022,Sunday,Night,0,0
7,9497,Spring 2021,04/18/2021,06/19/2021,Saturday,Morning,0,4.5
7,4014,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,Evening,1.3,6.9
7,9474,Fall 2023,09/03/2023,12/16/2023,Sunday,Evening,0.5,0
7,9498,Spring 2020,04/12/2020,05/02/2020,Weekday,PM Peak,0,0.3
7,2338,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,Morning,1.5,38.1
7,9499,Winter 2019,12/15/2019,04/11/2020,Weekday,Morning,5,20.8
7,2486,Summer 2019,06/16/2019,08/31/2019,Weekday,Mid-Day,181.1,166.3
7,2336,Spring 2024,04/14/2024,06/15/2024,Weekday,PM Peak,151,4.6
7,3967,Winter 2020,12/13/2020,04/17/2021,Weekday,PM Peak,7.6,13.3
7,3876,Spring 2019,04/07/2019,06/15/2019,Sunday,Night,0,0.5
7,3637,Winter 2020,12/13/2020,04/17/2021,Sunday,Night,0,1.8
7,2485,Summer 2018,06/17/2018,09/01/2018,Weekday,Mid-Day,126.2,82.9
7,9488,Fall 2018,09/02/2018,12/15/2018,Saturday,Evening,6.2,2.3
7,9500,Winter 2017,12/17/2017,04/07/2018,Weekday,Evening,2.8,13.2
7,9501,Summer 2023,06/18/2023,09/02/2023,Weekday,Morning,0,1.3
7,9502,Summer 2018,06/17/2018,09/01/2018,Sunday,Evening,7.3,4.2
7,3825,Spring 2021,04/18/2021,06/19/2021,Weekday,Mid-Day,0,6.4
7,9503,Winter 2022,12/11/2022,04/15/2023,Saturday,Night,0,0
7,9504,Fall 2019,09/01/2019,12/14/2019,Sunday,Evening,0.8,4.8
7,9505,Winter 2018,12/16/2018,04/06/2019,Weekday,Mid-Day,1.7,3.4
7,3643,Summer 2023,06/18/2023,09/02/2023,Sunday,Afternoon,5.5,3
7,9506,Spring 2018,04/08/2018,06/16/2018,Sunday,Evening,3.5,6.5
7,8750,Spring 2021,04/18/2021,06/19/2021,Saturday,Evening,0,0
7,9507,Summer 2023,06/18/2023,09/02/2023,Weekday,PM Peak,8.6,0
7,2580,Summer 2021,06/20/2021,09/04/2021,Sunday,Morning,0,1.3
7,9508,Spring 2021,04/18/2021,06/19/2021,Saturday,Evening,0.5,0.5
7,3268,Summer 2022,06/19/2022,09/03/2022,Weekday,Mid-Day,1.7,0
7,8306,Summer 2023,06/18/2023,09/02/2023,Weekday,Mid-Day,42.9,15.3
7,11,Spring 2020,04/12/2020,05/02/2020,Sunday,Morning,0,0
7,9509,Summer 2021,06/20/2021,09/04/2021,Sunday,Afternoon,1.5,0.3
7,4045,Spring 2020 Special,05/03/2020,08/01/2020,Saturday,Afternoon,7.1,39.5
7,4078,Summer 2022,06/19/2022,09/03/2022,Saturday,Evening,0,1
7,2368,Summer 2021,06/20/2021,09/04/2021,Weekday,Night,2.1,2.4
7,3642,Fall 2023,09/03/2023,12/16/2023,Weekday,Mid-Day,46.9,62.3
7,3386,Fall 2020,09/06/2020,12/12/2020,Saturday,Morning,0,0
7,4132,Spring 2019,04/07/2019,06/15/2019,Saturday,Afternoon,6.5,0
7,8352,Spring 2019,04/07/2019,06/15/2019,Sunday,Night,17.2,8.3
7,9510,Fall 2022,09/04/2022,12/10/2022,Sunday,Morning,4.7,0
7,9511,Summer 2020,08/02/2020,09/05/2020,Saturday,Night,0,0
7,3370,Spring 2022,04/17/2022,06/18/2022,Sunday,Afternoon,0,8
7,9479,Winter 2022,12/11/2022,04/15/2023,Weekday,Mid-Day,2,4.8
7,9512,Winter 2020,12/13/2020,04/17/2021,Saturday,Night,0.3,1.1
7,9513,Summer 2020,08/02/2020,09/05/2020,Saturday,Afternoon,0,0
7,3694,Winter 2018,12/16/2018,04/06/2019,Saturday,Afternoon,0,0
7,4014,Fall 2022,09/04/2022,12/10/2022,Sunday,Afternoon,3.5,10
7,9501,Summer 2022,06/19/2022,09/03/2022,Sunday,Morning,0,1
7,9514,Summer 2024,06/16/2024,08/31/2024,Weekday,Morning,3,0
7,9515,Spring 2023,04/16/2023,06/17/2023,Sunday,Morning,0,0.5
7,4116,Spring 2018,04/08/2018,06/16/2018,Weekday,Night,1.4,0.4
7,9516,Fall 2019,09/01/2019,12/14/2019,Weekday,Evening,1.4,0.5
7,9517,Spring 2022,04/17/2022,06/18/2022,Weekday,Evening,0.2,1.4
7,3865,Winter 2018,12/16/2018,04/06/2019,Saturday,Night,0.3,2.2
7,9508,Fall 2020,09/06/2020,12/12/2020,Sunday,Night,0.4,0
7,3977,Spring 2020,04/12/2020,05/02/2020,Weekday,Mid-Day,3.4,0.8
7,4058,Spring 2021,04/18/2021,06/19/2021,Saturday,Afternoon,0,0
7,2377,Winter 2019,12/15/2019,04/11/2020,Saturday,Afternoon,12.2,10.1
7,3977,Winter 2021,12/12/2021,04/16/2022,Weekday,Night,0.3,0
7,9480,Spring 2018,04/08/2018,06/16/2018,Saturday,Night,1.3,0
7,2596,Spring 2020,04/12/2020,05/02/2020,Weekday,Morning,0.5,0.6
7,9518,Winter 2023,12/17/2023,04/13/2024,Weekday,Evening,0.3,0
7,3265,Spring 2021,04/18/2021,06/19/2021,Sunday,Morning,0.5,0.3
7,3403,Winter 2017,12/17/2017,04/07/2018,Weekday,Night,17.9,6.4
7,9486,Summer 2022,06/19/2022,09/03/2022,Saturday,Evening,0,0
7,9519,Summer 2019,06/16/2019,08/31/2019,Weekday,Night,2.8,1.4
7,9520,Summer 2021,06/20/2021,09/04/2021,Sunday,Afternoon,10.6,0.5
7,9521,Summer 2021,06/20/2021,09/04/2021,Weekday,Evening,0.9,0
7,3264,Spring 2019,04/07/2019,06/15/2019,Sunday,Morning,0,1
7,4076,Summer 2020,08/02/2020,09/05/2020,Saturday,Morning,0,0
7,3689,Spring 2020 Special,05/03/2020,08/01/2020,Sunday,Morning,1.5,1.3
7,9522,Spring 2020,04/12/2020,05/02/2020,Sunday,Evening,0,0
7,9523,Spring 2020,04/12/2020,05/02/2020,Weekday,Evening,1.9,0.3
7,9044,Summer 2024,06/16/2024,08/31/2024,Sunday,Night,0,0
7,9524,Spring 2019,04/07/2019,06/15/2019,Weekday,Night,0,0.1
7,2533,Winter 2017,12/17/2017,04/07/2018,Weekday,Evening,9.8,5
7,9525,Fall 2022,09/04/2022,12/10/2022,Weekday,Mid-Day,0.2,0.9
7,9526,Spring 2020,04/12/2020,05/02/2020,Sunday,Night,1,0
7,9527,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,PM Peak,0.2,1.7
7,9528,Spring 2023,04/16/2023,06/17/2023,Sunday,Evening,0,0
7,2377,Fall 2020,09/06/2020,12/12/2020,Weekday,Mid-Day,15.4,5.9
7,9501,Spring 2023,04/16/2023,06/17/2023,Weekday,Morning,0.1,0.6
7,9529,Spring 2019,04/07/2019,06/15/2019,Saturday,Evening,5.5,5.8
7,9530,Summer 2020,08/02/2020,09/05/2020,Saturday,Night,0,0
7,8306,Summer 2021,06/20/2021,09/04/2021,Weekday,Mid-Day,36.6,11.8
7,9531,Winter 2022,12/11/2022,04/15/2023,Saturday,Night,0,0.5
7,3296,Spring 2021,04/18/2021,06/19/2021,Weekday,Mid-Day,1.9,0.4
7,2445,Fall 2020,09/06/2020,12/12/2020,Sunday,Evening,1.2,3.5
7,9532,Spring 2020,04/12/2020,05/02/2020,Saturday,Night,0,0
7,2587,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,Mid-Day,15.3,5.7
7,9525,Fall 2021,09/05/2021,12/11/2021,Sunday,Afternoon,0,0
7,4085,Spring 2024,04/14/2024,06/15/2024,Saturday,Night,0,2
7,2336,Fall 2022,09/04/2022,12/10/2022,Weekday,Night,60.1,4.8
7,2580,Fall 2021,09/05/2021,12/11/2021,Weekday,Night,0,0.5
7,9518,Spring 2019,04/07/2019,06/15/2019,Saturday,Morning,2,0
7,3876,Summer 2021,06/20/2021,09/04/2021,Sunday,Afternoon,9.4,8
7,9533,Fall 2023,09/03/2023,12/16/2023,Weekday,Morning,0,0.2
7,3767,Winter 2019,12/15/2019,04/11/2020,Sunday,Morning,0,1.3
7,9526,Spring 2022,04/17/2022,06/18/2022,Weekday,Night,0.2,3.6
7,9486,Summer 2018,06/17/2018,09/01/2018,Weekday,Night,0,0
7,3892,Winter 2023,12/17/2023,04/13/2024,Saturday,Night,7,1.5
7,3403,Spring 2023,04/16/2023,06/17/2023,Sunday,Night,3.2,4.3
7,9490,Spring 2022,04/17/2022,06/18/2022,Weekday,Morning,0.2,4.8
7,9534,Fall 2020,09/06/2020,12/12/2020,Weekday,Night,0.7,0.9
7,3598,Spring 2018,04/08/2018,06/16/2018,Saturday,Afternoon,37.5,27.5
7,9535,Winter 2019,12/15/2019,04/11/2020,Weekday,Morning,0.2,2.4
7,9536,Spring 2020,04/12/2020,05/02/2020,Saturday,Night,0,1
7,2338,Summer 2020,08/02/2020,09/05/2020,Sunday,Afternoon,80.5,319.5
7,5,Fall 2018,09/02/2018,12/15/2018,Sunday,Morning,18.3,10.3
7,9537,Summer 2019,06/16/2019,08/31/2019,Saturday,Afternoon,1,6.3
7,9478,Spring 2020 Special,05/03/2020,08/01/2020,Sunday,Morning,0.3,0
7,3344,Fall 2018,09/02/2018,12/15/2018,Weekday,Night,7,9
7,9538,Spring 2023,04/16/2023,06/17/2023,Weekday,Morning,4.2,0.6
7,9539,Fall 2020,09/06/2020,12/12/2020,Weekday,Night,0,0.7
7,351,Fall 2023,09/03/2023,12/16/2023,Weekday,PM Peak,65.5,88.3
7,9540,Summer 2019,06/16/2019,08/31/2019,Weekday,Mid-Day,18.6,1.8
7,2480,Winter 2017,12/17/2017,04/07/2018,Saturday,Morning,8.6,3.8
7,9541,Spring 2022,04/17/2022,06/18/2022,Weekday,Evening,4,8.6
7,3977,Spring 2024,04/14/2024,06/15/2024,Weekday,Evening,2.9,1.3
7,9542,Spring 2020 Special,05/03/2020,08/01/2020,Sunday,Evening,0,1
7,2311,Summer 2018,06/17/2018,09/01/2018,Saturday,Night,3.3,3.7
7,9488,Spring 2023,04/16/2023,06/17/2023,Weekday,Night,1.3,1.1
7,2347,Spring 2020,04/12/2020,05/02/2020,Weekday,Night,1,0.3
7,5,Summer 2022,06/19/2022,09/03/2022,Weekday,PM Peak,16.9,12.4
7,9543,Fall 2022,09/04/2022,12/10/2022,Sunday,Afternoon,2,0
7,9544,Summer 2019,06/16/2019,08/31/2019,Sunday,Morning,0,2
7,3763,Summer 2023,06/18/2023,09/02/2023,Sunday,Afternoon,15.3,3
7,3653,Winter 2023,12/17/2023,04/13/2024,Sunday,Night,0,0
7,9545,Fall 2023,09/03/2023,12/16/2023,Saturday,Night,0,0
7,9502,Winter 2018,12/16/2018,04/06/2019,Saturday,Afternoon,0,0.3
7,9546,Winter 2020,12/13/2020,04/17/2021,Saturday,Evening,4,5.6
7,300,Fall 2020,09/06/2020,12/12/2020,Sunday,Afternoon,0,2
7,13,Fall 2020,09/06/2020,12/12/2020,Sunday,Evening,1.8,0.7
7,9501,Spring 2019,04/07/2019,06/15/2019,Weekday,PM Peak,0,4.4
7,2377,Fall 2022,09/04/2022,12/10/2022,Weekday,PM Peak,18.7,4.9
7,9503,Fall 2020,09/06/2020,12/12/2020,Saturday,Afternoon,0,1.5
7,9547,Winter 2019,12/15/2019,04/11/2020,Saturday,Afternoon,20.6,56.2
7,9548,Winter 2022,12/11/2022,04/15/2023,Sunday,Evening,0,3.3
7,9538,Fall 2021,09/05/2021,12/11/2021,Saturday,Evening,2,0
7,3643,Winter 2017,12/17/2017,04/07/2018,Sunday,Night,1.8,0
7,9549,Summer 2022,06/19/2022,09/03/2022,Saturday,Night,0,0
7,9550,Fall 2019,09/01/2019,12/14/2019,Sunday,Afternoon,0,0.7
7,2446,Spring 2019,04/07/2019,06/15/2019,Weekday,PM Peak,6.2,19.3
7,9542,Summer 2022,06/19/2022,09/03/2022,Sunday,Night,0.3,0.3
7,9551,Winter 2017,12/17/2017,04/07/2018,Weekday,Night,3.9,0.6
7,9512,Winter 2022,12/11/2022,04/15/2023,Weekday,PM Peak,0.5,16.7
7,54,Spring 2021,04/18/2021,06/19/2021,Saturday,Evening,0,0
7,9552,Spring 2020 Special,05/03/2020,08/01/2020,Saturday,Evening,0,2
7,9553,Spring 2023,04/16/2023,06/17/2023,Sunday,Evening,0,0.6
7,8306,Winter 2017,12/17/2017,04/07/2018,Saturday,Night,7.2,2.5
7,9554,Winter 2023,12/17/2023,04/13/2024,Saturday,Morning,0,0
7,9479,Fall 2023,09/03/2023,12/16/2023,Sunday,Morning,1,0
7,2459,Summer 2021,06/20/2021,09/04/2021,Weekday,PM Peak,9.9,21.4
7,3598,Summer 2024,06/16/2024,08/31/2024,Weekday,Evening,17.5,26.4
7,9555,Fall 2022,09/04/2022,12/10/2022,Weekday,Morning,0.2,0.1
7,9556,Spring 2020,04/12/2020,05/02/2020,Sunday,Morning,4,0
7,9557,Winter 2021,12/12/2021,04/16/2022,Sunday,Evening,1.7,1.2
7,9558,Spring 2018,04/08/2018,06/16/2018,Weekday,Evening,5.2,2.8
7,9559,Spring 2020,04/12/2020,05/02/2020,Sunday,Afternoon,2,1
7,3763,Spring 2020,04/12/2020,05/02/2020,Saturday,Night,1,0
7,2292,Winter 2022,12/11/2022,04/15/2023,Sunday,Evening,0.3,4.7
7,9558,Fall 2022,09/04/2022,12/10/2022,Saturday,Evening,2.4,0
7,3745,Winter 2021,12/12/2021,04/16/2022,Sunday,Afternoon,1,1.9
7,9515,Summer 2021,06/20/2021,09/04/2021,Sunday,Night,0,0
7,9551,Spring 2020 Special,05/03/2020,08/01/2020,Sunday,Afternoon,19.7,0.7
7,9558,Summer 2023,06/18/2023,09/02/2023,Weekday,Evening,6.9,0.4
7,9560,Fall 2020,09/06/2020,12/12/2020,Sunday,Evening,1.5,0.3
7,9554,Summer 2020,08/02/2020,09/05/2020,Saturday,Night,0,0
7,9561,Summer 2023,06/18/2023,09/02/2023,Weekday,PM Peak,0.5,4.5
7,9484,Summer 2022,06/19/2022,09/03/2022,Sunday,Night,0,0
7,3345,Winter 2017,12/17/2017,04/07/2018,Sunday,Morning,0.2,0
7,3344,Fall 2019,09/01/2019,12/14/2019,Weekday,Evening,29.3,27.5
7,2372,Winter 2021,12/12/2021,04/16/2022,Sunday,Morning,6.2,2.6
7,9562,Summer 2018,06/17/2018,09/01/2018,Weekday,Morning,26.5,3.4
7,9563,Winter 2023,12/17/2023,04/13/2024,Sunday,Afternoon,0.5,0
7,9528,Winter 2020,12/13/2020,04/17/2021,Saturday,Evening,0,0
7,9482,Spring 2022,04/17/2022,06/18/2022,Saturday,Morning,8,7
7,9564,Summer 2024,06/16/2024,08/31/2024,Weekday,Evening,2.3,3.4
7,9565,Fall 2020,09/06/2020,12/12/2020,Sunday,Night,0,0
7,9548,Summer 2021,06/20/2021,09/04/2021,Sunday,Afternoon,0,2.2
7,9566,Summer 2024,06/16/2024,08/31/2024,Weekday,Evening,7.6,16.2
7,9522,Summer 2023,06/18/2023,09/02/2023,Saturday,Morning,0,0
7,3344,Summer 2022,06/19/2022,09/03/2022,Saturday,Evening,2,1
7,137,Winter 2022,12/11/2022,04/15/2023,Sunday,Night,3.9,6.4
7,9560,Winter 2021,12/12/2021,04/16/2022,Weekday,Evening,2.7,3.1
7,9476,Spring 2023,04/16/2023,06/17/2023,Sunday,Morning,0,0
7,9567,Fall 2023,09/03/2023,12/16/2023,Weekday,Morning,5.3,0.7
7,9568,Spring 2022,04/17/2022,06/18/2022,Sunday,Night,0,0
7,9569,Winter 2023,12/17/2023,04/13/2024,Weekday,Evening,0.8,0.2
7,300,Winter 2018,12/16/2018,04/06/2019,Saturday,Night,0,0
7,6546,Winter 2022,12/11/2022,04/15/2023,Sunday,Morning,9.3,1.5
7,3642,Summer 2021,06/20/2021,09/04/2021,Weekday,Mid-Day,28.9,27.2
7,9554,Winter 2017,12/17/2017,04/07/2018,Weekday,Mid-Day,9.4,1.4
7,3745,Spring 2021,04/18/2021,06/19/2021,Saturday,Night,0,0
7,9570,Fall 2020,09/06/2020,12/12/2020,Sunday,Morning,0,0.3
7,9571,Winter 2019,12/15/2019,04/11/2020,Sunday,Evening,0,0
7,9527,Summer 2024,06/16/2024,08/31/2024,Saturday,Evening,0,0.5
7,9485,Summer 2018,06/17/2018,09/01/2018,Weekday,Night,0.8,0.2
7,9487,Winter 2022,12/11/2022,04/15/2023,Sunday,Afternoon,0,0
7,3692,Spring 2023,04/16/2023,06/17/2023,Weekday,Morning,8.5,16
7,6382,Fall 2021,09/05/2021,12/11/2021,Saturday,Night,3.2,0.8
7,9572,Winter 2018,12/16/2018,04/06/2019,Sunday,Morning,0,0
7,4045,Spring 2023,04/16/2023,06/17/2023,Weekday,Night,1,13.4
7,3384,Fall 2018,09/02/2018,12/15/2018,Saturday,Afternoon,12.5,32.5
7,9573,Fall 2019,09/01/2019,12/14/2019,Weekday,Night,0,0.8
7,1557,Summer 2023,06/18/2023,09/02/2023,Saturday,Night,0,0
7,2322,Fall 2023,09/03/2023,12/16/2023,Sunday,Night,0,0
7,102,Summer 2020,08/02/2020,09/05/2020,Weekday,Evening,2.3,0.2
7,9574,Spring 2019,04/07/2019,06/15/2019,Saturday,Afternoon,9.5,24.5
7,9508,Summer 2022,06/19/2022,09/03/2022,Weekday,Evening,1.3,2
7,3370,Fall 2019,09/01/2019,12/14/2019,Sunday,Evening,0.6,2.7
7,9547,Winter 2023,12/17/2023,04/13/2024,Weekday,Evening,8.9,30.4
7,3767,Winter 2017,12/17/2017,04/07/2018,Saturday,Morning,1.4,2.8
7,1529,Summer 2020,08/02/2020,09/05/2020,Sunday,Evening,0,11.5
7,4085,Spring 2018,04/08/2018,06/16/2018,Sunday,Evening,0,0
7,9575,Summer 2022,06/19/2022,09/03/2022,Weekday,Evening,0.4,0
7,9497,Winter 2019,12/15/2019,04/11/2020,Weekday,Mid-Day,7.3,58.6
7,9553,Spring 2018,04/08/2018,06/16/2018,Sunday,Afternoon,1.5,2.8
7,9576,Winter 2022,12/11/2022,04/15/2023,Saturday,Afternoon,7.5,12.5
7,9577,Summer 2024,06/16/2024,08/31/2024,Saturday,Evening,0,0
7,2357,Winter 2020,12/13/2020,04/17/2021,Sunday,Evening,0,1.7
7,9547,Spring 2019,04/07/2019,06/15/2019,Sunday,Night,1.5,9.2
7,9578,Summer 2019,06/16/2019,08/31/2019,Sunday,Evening,0,0.3
7,9044,Winter 2022,12/11/2022,04/15/2023,Weekday,PM Peak,0.3,0.2
7,9579,Fall 2018,09/02/2018,12/15/2018,Weekday,PM Peak,0.3,6
7,2485,Winter 2023,12/17/2023,04/13/2024,Sunday,Evening,25.5,17.3
7,3892,Summer 2023,06/18/2023,09/02/2023,Sunday,Evening,5.2,3.5
7,9580,Winter 2019,12/15/2019,04/11/2020,Saturday,Night,0.3,0
7,9581,Fall 2018,09/02/2018,12/15/2018,Saturday,Morning,14.5,0
7,4059,Spring 2022,04/17/2022,06/18/2022,Saturday,Evening,0,3
7,8864,Summer 2018,06/17/2018,09/01/2018,Sunday,Night,0.3,0
7,9500,Spring 2021,04/18/2021,06/19/2021,Saturday,Afternoon,0.5,0.8
7,3855,Spring 2018,04/08/2018,06/16/2018,Sunday,Night,1,6
7,9579,Summer 2019,06/16/2019,08/31/2019,Sunday,Afternoon,0.5,2.8
7,9494,Spring 2024,04/14/2024,06/15/2024,Saturday,Night,0,3
7,2591,Spring 2024,04/14/2024,06/15/2024,Sunday,Afternoon,6,26.5
7,9501,Spring 2019,04/07/2019,06/15/2019,Sunday,Night,0,1.5
7,9550,Winter 2022,12/11/2022,04/15/2023,Weekday,Morning,0,0.1
7,9515,Winter 2020,12/13/2020,04/17/2021,Sunday,Evening,0,0
7,9544,Spring 2019,04/07/2019,06/15/2019,Sunday,Night,0,0
7,9582,Summer 2023,06/18/2023,09/02/2023,Saturday,Night,0,0
7,3370,Spring 2021,04/18/2021,06/19/2021,Sunday,Evening,0.7,0
7,3977,Spring 2018,04/08/2018,06/16/2018,Weekday,Mid-Day,57.3,44.4
7,9550,Spring 2023,04/16/2023,06/17/2023,Saturday,Morning,0,0
7,2645,Summer 2024,06/16/2024,08/31/2024,Weekday,Morning,0.1,12.1
7,9527,Fall 2018,09/02/2018,12/15/2018,Weekday,PM Peak,2.4,6.4
7,9044,Winter 2020,12/13/2020,04/17/2021,Sunday,Afternoon,5.2,4
7,2459,Fall 2020,09/06/2020,12/12/2020,Weekday,PM Peak,9.2,23.3
7,3825,Fall 2020,09/06/2020,12/12/2020,Sunday,Morning,0,1.1
7,7547,Spring 2018,04/08/2018,06/16/2018,Sunday,Afternoon,2,14.7
7,9538,Winter 2023,12/17/2023,04/13/2024,Sunday,Afternoon,3,0
7,9576,Summer 2018,06/17/2018,09/01/2018,Saturday,Night,1,4.3
7,9583,Fall 2021,09/05/2021,12/11/2021,Saturday,Night,0,0.5
7,3370,Winter 2017,12/17/2017,04/07/2018,Sunday,Night,0.5,1
7,9584,Spring 2018,04/08/2018,06/16/2018,Weekday,Night,7.2,8.2
7,9585,Fall 2022,09/04/2022,12/10/2022,Saturday,Morning,13.8,23.8
7,9535,Spring 2019,04/07/2019,06/15/2019,Sunday,Morning,0,0.5
7,9586,Summer 2021,06/20/2021,09/04/2021,Saturday,Afternoon,0,0.5
7,9573,Summer 2023,06/18/2023,09/02/2023,Sunday,Night,0,1.8
7,3862,Winter 2022,12/11/2022,04/15/2023,Sunday,Morning,6.7,11.1
7,1193,Winter 2023,12/17/2023,04/13/2024,Weekday,Evening,94.7,16.4
7,9568,Fall 2018,09/02/2018,12/15/2018,Saturday,Evening,1,0
7,9576,Spring 2019,04/07/2019,06/15/2019,Sunday,Evening,0.8,5.5
7,9587,Spring 2023,04/16/2023,06/17/2023,Sunday,Morning,0,1
7,9588,Summer 2019,06/16/2019,08/31/2019,Saturday,Afternoon,2,0.3
7,1557,Summer 2018,06/17/2018,09/01/2018,Saturday,Evening,20.4,15.8
7,9589,Winter 2017,12/17/2017,04/07/2018,Sunday,Morning,0.3,0.3
7,2312,Fall 2019,09/01/2019,12/14/2019,Saturday,Evening,10.7,1.7
7,9471,Winter 2022,12/11/2022,04/15/2023,Sunday,Morning,1.9,1.4
7,9493,Fall 2020,09/06/2020,12/12/2020,Saturday,Afternoon,12.2,2.7
7,9590,Spring 2020,04/12/2020,05/02/2020,Saturday,Night,0,0
7,9591,Fall 2023,09/03/2023,12/16/2023,Saturday,Evening,0,0
7,3892,Fall 2019,09/01/2019,12/14/2019,Saturday,Evening,4.7,2.7
7,2445,Summer 2021,06/20/2021,09/04/2021,Sunday,Night,0,2.3
7,8638,Winter 2020,12/13/2020,04/17/2021,Sunday,Morning,0.3,6.2
7,3767,Summer 2018,06/17/2018,09/01/2018,Weekday,Morning,1.1,0.3
7,2368,Spring 2019,04/07/2019,06/15/2019,Sunday,Evening,2,2
7,2533,Spring 2020,04/12/2020,05/02/2020,Weekday,PM Peak,1.7,0.3
7,9570,Summer 2020,08/02/2020,09/05/2020,Weekday,Evening,0.3,2.5
7,9592,Winter 2018,12/16/2018,04/06/2019,Sunday,Evening,0,0
7,9593,Winter 2021,12/12/2021,04/16/2022,Weekday,Night,0,0
7,4045,Winter 2018,12/16/2018,04/06/2019,Sunday,Morning,1.5,6.5
7,6,Summer 2023,06/18/2023,09/02/2023,Saturday,Afternoon,1.3,0
7,3892,Spring 2021,04/18/2021,06/19/2021,Weekday,Night,0.7,1.5
7,1529,Winter 2023,12/17/2023,04/13/2024,Sunday,Morning,8.3,28.8
7,9525,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,Mid-Day,0.1,0.6
7,2587,Spring 2020 Special,05/03/2020,08/01/2020,Saturday,Night,0.5,0
7,9594,Winter 2023,12/17/2023,04/13/2024,Weekday,Night,0,0.6
7,3692,Fall 2019,09/01/2019,12/14/2019,Saturday,Afternoon,16,19.1
7,9595,Winter 2017,12/17/2017,04/07/2018,Sunday,Evening,7.6,0.7
7,9596,Summer 2021,06/20/2021,09/04/2021,Weekday,Mid-Day,0.1,0.6
7,9560,Spring 2020 Special,05/03/2020,08/01/2020,Saturday,Afternoon,9.8,7.1
7,9597,Winter 2017,12/17/2017,04/07/2018,Sunday,Night,1,1
7,9598,Winter 2021,12/12/2021,04/16/2022,Saturday,Night,0,0.3
7,6382,Spring 2024,04/14/2024,06/15/2024,Saturday,Morning,10.3,9.5
7,9599,Summer 2022,06/19/2022,09/03/2022,Saturday,Morning,0,0.7
7,9600,Spring 2020 Special,05/03/2020,08/01/2020,Sunday,Evening,0.3,3.3
7,2365,Spring 2022,04/17/2022,06/18/2022,Sunday,Night,0,2.3
7,2347,Fall 2020,09/06/2020,12/12/2020,Sunday,Morning,0.7,1.2
7,1529,Fall 2020,09/06/2020,12/12/2020,Sunday,Evening,9.2,11.2
7,4095,Winter 2023,12/17/2023,04/13/2024,Weekday,Mid-Day,0.1,1.3
7,9588,Winter 2021,12/12/2021,04/16/2022,Sunday,Afternoon,0,0
7,9492,Fall 2020,09/06/2020,12/12/2020,Weekday,Evening,1.6,0.3
7,8864,Summer 2019,06/16/2019,08/31/2019,Saturday,Evening,1,3.3
7,4116,Spring 2020 Special,05/03/2020,08/01/2020,Sunday,Morning,2,1
7,9496,Spring 2021,04/18/2021,06/19/2021,Saturday,Night,0,0
7,9598,Spring 2018,04/08/2018,06/16/2018,Weekday,Evening,8.5,1.4
7,8864,Summer 2020,08/02/2020,09/05/2020,Saturday,Night,0,0
7,6550,Spring 2020 Special,05/03/2020,08/01/2020,Sunday,Afternoon,8,15.3
7,9597,Winter 2023,12/17/2023,04/13/2024,Saturday,Night,2,0.5
7,9480,Spring 2018,04/08/2018,06/16/2018,Weekday,Morning,10.5,0.8
7,3649,Winter 2017,12/17/2017,04/07/2018,Sunday,Morning,6.1,0
7,3360,Summer 2021,06/20/2021,09/04/2021,Sunday,Afternoon,0.6,3.7
7,3386,Fall 2021,09/05/2021,12/11/2021,Sunday,Afternoon,0.2,1.7
7,54,Spring 2024,04/14/2024,06/15/2024,Weekday,Mid-Day,0.9,0.8
